polity,reign_index,duration_years,region,succession_type,temporal_scope,notes
Roman Empire,14,21,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,15,23,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,16,19,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,17,8,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,18,13,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,19,1,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,20,4,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,21,4,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,22,13,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,23,6,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,24,3,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,25,0.25,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,26,2,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,27,3,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,28,0.5,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,29,3,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,30,15,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,31,5,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,32,1,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,33,6,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,34,2,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,35,1,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,36,2,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,37,1,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,38,21,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,39,1,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,40,13,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,41,24,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,42,2,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,43,3,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,44,2,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,45,8,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,46,16,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,47,4,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,48,13,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,49,1,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,50,15,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,51,5,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,52,1,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,53,5,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,54,1,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,55,1,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Russia,1,43,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,2,3,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,3,51,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,4,3,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,5,5,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,6,2,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,7,0.5,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,8,32,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,9,8,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,10,3,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,11,7,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,12,36,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,13,2,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,14,25,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,15,20,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,16,1,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,17,21,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,18,6,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,19,34,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,20,5,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,21,25,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,22,30,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,23,13,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,24,26,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Russia,25,23,Europe,hereditary,1462 - 1917,"Russian tsars/emperors, Ivan III to Nicholas II"
Scotland,1,24,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,2,19,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,3,16,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,4,15,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,5,8,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,6,9,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,7,43,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,8,5,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,9,9,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,10,12,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,11,4,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,12,25,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,13,8,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,14,29,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,15,17,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,16,17,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,17,24,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,18,35,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,19,16,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,20,4,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,21,17,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,22,25,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,23,11,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,24,36,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,25,19,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,26,35,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,27,4,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,28,23,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,29,42,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,30,28,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,31,16,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,32,11,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,33,13,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,34,25,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,35,26,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,36,29,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,37,26,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,38,19,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,39,6,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Scotland,40,37,Europe,hereditary,843 - 1603,"Scottish monarchs, Kenneth I to James VI"
Spain,1,12,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,2,26,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,3,40,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,4,42,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,5,23,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,6,35,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,7,5,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,8,13,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,9,46,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,10,23,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,11,21,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,12,5,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,13,25,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,14,35,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,15,2,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,16,17,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,17,41,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Spain,18,39,Europe,hereditary,1479 - present,"Spanish monarchs, Ferdinand/Isabella to Felipe VI"
Sweden,1,37,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,2,29,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,3,3,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,4,43,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,5,25,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,6,21,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,7,6,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,8,38,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,9,5,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,10,21,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,11,36,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,12,20,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,13,19,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,14,23,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,15,28,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,16,5,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,17,26,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,18,37,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,19,57,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,20,23,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,21,43,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,22,23,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Sweden,23,52,Europe,hereditary,1523 - present,"Swedish monarchs, Gustav I Vasa to Carl XVI Gustaf"
Thailand (Chakri),1,27,Asia,hereditary,1782 - present,"Chakri dynasty, Rama I to Rama X"
Thailand (Chakri),2,15,Asia,hereditary,1782 - present,"Chakri dynasty, Rama I to Rama X"
Thailand (Chakri),3,27,Asia,hereditary,1782 - present,"Chakri dynasty, Rama I to Rama X"
Thailand (Chakri),4,47,Asia,hereditary,1782 - present,"Chakri dynasty, Rama I to Rama X"
Thailand (Chakri),5,16,Asia,hereditary,1782 - present,"Chakri dynasty, Rama I to Rama X"
Thailand (Chakri),6,15,Asia,hereditary,1782 - present,"Chakri dynasty, Rama I to Rama X"
Thailand (Chakri),7,9,Asia,hereditary,1782 - present,"Chakri dynasty, Rama I to Rama X"
Thailand (Chakri),8,18,Asia,hereditary,1782 - present,"Chakri dynasty, Rama I to Rama X"
Thailand (Chakri),9,70,Asia,hereditary,1782 - present,"Chakri dynasty, Rama I to Rama X"
Thailand (Chakri),10,7,Asia,hereditary,1782 - present,"Chakri dynasty, Rama I to Rama X"
USA (Presidents),1,8,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),2,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),3,8,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),4,8,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),5,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),6,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),7,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),8,8,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),9,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),10,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),11,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),12,3,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),13,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),14,8,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),15,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),16,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),17,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),18,8,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),19,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),20,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),21,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),22,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),23,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),24,8,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),25,7,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),26,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),27,8,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),28,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),29,12,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),30,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),31,8,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),32,8,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),33,3,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),34,5,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),35,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),36,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),37,8,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),38,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),39,8,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),40,8,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),41,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
USA (Presidents),42,4,Americas,elective,1789 - present,"US presidents, Washington to Biden"
Venice (Doges),1,3,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),2,18,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),3,13,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),4,12,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),5,6,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),6,3,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),7,7,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),8,2,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),9,5,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),10,14,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),11,11,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),12,5,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),13,9,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),14,12,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),15,16,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),16,2,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),17,17,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),18,6,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),19,5,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),20,14,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),21,24,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),22,16,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),23,5,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),24,10,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),25,1,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),26,2,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),27,17,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),28,7,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),29,1,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),30,5,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),31,5,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),32,11,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),33,8,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),34,3,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),35,6,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),36,16,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),37,2,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),38,7,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),39,16,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),40,8,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),41,11,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),42,5,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),43,2,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),44,6,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),45,11,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),46,8,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),47,3,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),48,14,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),49,5,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),50,14,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),51,20,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),52,14,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),53,7,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),54,10,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),55,8,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),56,10,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),57,9,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),58,1,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),59,4,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),60,8,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),61,5,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),62,9,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),63,3,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),64,6,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),65,3,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),66,19,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),67,11,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),68,8,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),69,3,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),70,4,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),71,10,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),72,6,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),73,3,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),74,12,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),75,18,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),76,11,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),77,7,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),78,3,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),79,6,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),80,6,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),81,2,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),82,16,Europe,elective,726 - 1797,Venetian doges
Venice (Doges),83,6,Europe,elective,726 - 1797,Venetian doges
